"fname","label","percentage"
"clip_1d133e06e.wav","1","0.2568873167781255"
"clip_583647797.wav","2","0.46743334231061656"
"clip_df5841904.wav","1","0.30418324226642623"
"clip_d968d70d4.wav","27","0.26485715293543055"
"clip_d322c6410.wav","11","0.40296099040854966"
"clip_4939a8553.wav","16","0.22970417323574754"
"clip_88e0d480f.wav","16","0.22970417323574754"
"clip_9fa27de77.wav","6","0.38840882136929716"
"clip_87cfa5ea0.wav","10","0.42959124644227414"
"clip_9aa1fbfff.wav","24","0.4646570602473891"
"clip_cf3cb9b8a.wav","25","0.22316059169436195"
"clip_7eea1f025.wav","21","0.2890326945166497"
"clip_3d2ac3cd1.wav","7","0.4220869009376926"
"clip_082f1d0d1.wav","14","0.47332028761060846"
"clip_b205f0d20.wav","5","0.1874963813431502"
"clip_7966887e0.wav","1","0.20655767304567196"
"clip_afcdfcc96.wav","15","0.278662388545396"
"clip_79817255e.wav","8","0.4740787842297171"
"clip_2e589392b.wav","22","0.23557601735817718"
"clip_f9e3538ec.wav","30","0.4593001429836102"
"clip_b90d3b20a.wav","21","0.2963821234757381"
"clip_2d528aa24.wav","9","0.4065531425633161"
"clip_602b6e38a.wav","27","0.41201210972151187"
"clip_ec1d04661.wav","20","0.40588777974169066"
"clip_66bec8ab6.wav","20","0.28741103574993715"
"clip_ff71c555b.wav","21","0.46823420120423404"
"clip_e987944fe.wav","6","0.26644778063396224"
"clip_46166583f.wav","22","0.45339360562867054"
"clip_a6243f0ae.wav","0","0.4703183763948727"
"clip_5b870ff84.wav","9","0.3829587875371642"
"clip_ef11b15a4.wav","22","0.36612349515202774"
"clip_52194f037.wav","6","0.24997067528245598"
"clip_bb757d2b8.wav","19","0.396855939013373"
"clip_e5f30362f.wav","8","0.34689306779670176"
"clip_1e43c0b11.wav","16","0.18861705924660596"
"clip_6df773b5e.wav","22","0.3932163200916801"
"clip_3211e632a.wav","18","0.4682295125269259"
"clip_b17baafeb.wav","22","0.455681838367782"
"clip_44b770cf6.wav","6","0.40971325387759205"
"clip_851d24dc2.wav","9","0.275142648678575"
"clip_5e67bc283.wav","9","0.3120691392160814"
"clip_3346e2590.wav","11","0.48623481472638697"
"clip_5251d720f.wav","15","0.37882959488542933"
"clip_c0d48b4d8.wav","14","0.4211995443339429"
"clip_42971c846.wav","21","0.4871854201222921"
"clip_251917e53.wav","22","0.4576399782287962"
"clip_f911bd78a.wav","22","0.21283742504528622"
"clip_b245245dd.wav","5","0.44184429474204495"
"clip_2106e33c6.wav","20","0.411210929029023"
"clip_58fecb506.wav","20","0.2826517929033196"
"clip_b393eb849.wav","9","0.20746932373887284"
"clip_3bdf9a537.wav","0","0.24621120567229438"
"clip_5b0b19f45.wav","14","0.4195101312721112"
"clip_dcf213327.wav","1","0.3416650857864913"
"clip_6e195df3a.wav","4","0.3088025757646845"
"clip_e3663d2b2.wav","20","0.4178145442544422"
"clip_1100b5df9.wav","3","0.34892412364777553"
"clip_6fb69bdd2.wav","0","0.26876993728124154"
"clip_907c97f8b.wav","8","0.4390072608697778"
"clip_079fe0f32.wav","1","0.14478346771131675"
"clip_31bce5c7b.wav","0","0.26876993728124154"
"clip_7147dda62.wav","8","0.40394020533196123"
"clip_04f742305.wav","8","0.37249278053971235"
"clip_b3e00ecd1.wav","29","0.29582532802246597"
"clip_8c6d3eadb.wav","22","0.4952984558094936"
"clip_34cc2a978.wav","29","0.4388197367947601"
"clip_6c63dd2a5.wav","22","0.419448524086417"
"clip_6d2400b69.wav","20","0.2113474809622467"
"clip_3d132c550.wav","5","0.3786659703671672"
"clip_099185445.wav","11","0.3910614942160095"
"clip_4e88dcdfb.wav","1","0.4199211105233283"
"clip_28c0f4b16.wav","13","0.39485999723749143"
"clip_7ad22416c.wav","20","0.3081417697257789"
"clip_3638b8c06.wav","16","0.23526747673778153"
"clip_91d24c0d4.wav","29","0.40580437154906207"
"clip_3d9bc56fe.wav","1","0.31197592607976604"
"clip_78c4b5e7c.wav","22","0.4915222880278023"
"clip_9a0da38a7.wav","7","0.46081534835593374"
"clip_6d74291b4.wav","19","0.4023155104871643"
"clip_afece82ee.wav","27","0.4087243318381334"
"clip_a51ab948e.wav","9","0.2674367435384437"
"clip_de59668cf.wav","30","0.40700780361299427"
"clip_77c2e3369.wav","16","0.22216102815551247"
"clip_b5460d17c.wav","1","0.3147271356597849"
"clip_cb1a2aea7.wav","28","0.4071881405699189"
"clip_abdc32724.wav","18","0.45817623987663963"
"clip_a8418e1e7.wav","14","0.22507066135251644"
"clip_8759bd5e1.wav","8","0.23590402852568612"
"clip_4c294e168.wav","14","0.22507066135251644"
"clip_ad819a79d.wav","14","0.22507066135251644"
"clip_13c82aa49.wav","20","0.31572896728412453"
"clip_99b25499f.wav","7","0.2291210570445417"
"clip_e4fcf1e09.wav","16","0.33875180338372635"
"clip_080d7c91c.wav","27","0.37682835014274135"
"clip_fdf3794ba.wav","25","0.32893971592841253"
"clip_eb57a9f59.wav","15","0.3769393224362267"
"clip_e1bae3d33.wav","15","0.45265093641873066"
"clip_1cf54fd2a.wav","22","0.3736981801617862"
"clip_0df5be781.wav","20","0.4561160739864287"
"clip_9a31f0438.wav","16","0.224617735672631"
"clip_bd9044b92.wav","11","0.39505360055338584"
"clip_5464e124d.wav","11","0.4016358242379739"
"clip_5bd81c7f0.wav","24","0.35523337998780435"
"clip_3ece17fbc.wav","1","0.4434772909865421"
"clip_b373efa3f.wav","16","0.3499862429522713"
"clip_ba40c0ffa.wav","16","0.3499862429522713"
"clip_b5362c5ad.wav","9","0.17750712911661762"
"clip_580db80c8.wav","9","0.17750712911661762"
"clip_0dbad1e5a.wav","5","0.3305390766630336"
"clip_e8a661f8e.wav","22","0.18101858751429212"
"clip_b09720662.wav","15","0.46937371183187104"
"clip_b950576f0.wav","1","0.4495246445488515"
"clip_b9fe792fa.wav","1","0.43459979729305503"
"clip_7af6edd02.wav","27","0.49001615579076574"
"clip_ae4142606.wav","22","0.28288471933632287"
"clip_b1fe8fe03.wav","22","0.33339762646508153"
"clip_a9e15f887.wav","20","0.4922456356272598"
"clip_4da5fcc42.wav","3","0.40663767415540203"
"clip_dcf319ea0.wav","22","0.36502040984386225"
"clip_ad61e3d30.wav","16","0.263550468280319"
"clip_2bfd291f6.wav","16","0.263550468280319"
"clip_7362a8491.wav","15","0.40571034017982055"
"clip_786d13abc.wav","1","0.39506170081458714"
"clip_147ba4aa2.wav","22","0.35201249668575907"
"clip_7d232dee8.wav","15","0.3161008219839105"
"clip_a6ff2ee84.wav","20","0.2143565259311969"
"clip_16a563489.wav","15","0.4787736008287324"
"clip_cc569cff1.wav","20","0.4664839066527121"
"clip_2a5f3f9bc.wav","9","0.22689676272104073"
"clip_1650ed3cd.wav","27","0.49012294909167065"
"clip_1d71ef360.wav","1","0.4618419882974016"
"clip_cf8e91151.wav","1","0.3536074259718006"
"clip_6d952d77f.wav","7","0.4070227477735629"
"clip_72b64e9fb.wav","9","0.4757173679228744"
"clip_fc37b7e9b.wav","22","0.35619375338523984"
"clip_a482aa179.wav","1","0.4640941813127702"
"clip_22e16f29f.wav","20","0.36795058028600613"
"clip_405617c4e.wav","0","0.20772635218383528"
"clip_5b7c49b29.wav","7","0.3819359022723775"
"clip_7b6ab95b1.wav","21","0.2366382517871771"
"clip_517368025.wav","20","0.4320100813626489"
"clip_f43073834.wav","20","0.25044594102182344"
"clip_35e0471a9.wav","20","0.41098353836829266"
"clip_a9a01261d.wav","7","0.33425019217632945"
"clip_b1186c615.wav","25","0.44583429923978807"
"clip_22c2e3b27.wav","0","0.43632781941909515"
"clip_aecefaf16.wav","13","0.3142247904543709"
"clip_fa25d11c3.wav","27","0.3557358023934742"
"clip_25d5c2207.wav","15","0.3616634461535617"
"clip_1d854152c.wav","20","0.2612694831481421"
"clip_62ee36946.wav","20","0.4144765112776873"
"clip_ac3763fcc.wav","5","0.4479261911752437"
"clip_73010f499.wav","14","0.4415635371717081"
"clip_6b74cadfc.wav","20","0.3647120271735515"
"clip_26103a09d.wav","7","0.44151027024756384"
"clip_e8ffe9a7c.wav","29","0.4391973781812081"
"clip_5d8c2e946.wav","1","0.3966953104557868"
"clip_d2ea032fb.wav","20","0.4349636440124224"
"clip_47c32c7e6.wav","27","0.4869582757576241"
"clip_7242d1dbc.wav","1","0.17897715063956213"
"clip_ff16a41c5.wav","30","0.38425604266946584"
"clip_87b97235a.wav","22","0.11661146743086158"
"clip_07e0e5414.wav","25","0.3512181923214627"
"clip_a2c78dbbb.wav","18","0.4785704595683551"
"clip_bb74d57d3.wav","15","0.41448214399331185"
"clip_942eb19e1.wav","21","0.22082193497544444"
"clip_065c5817e.wav","0","0.4019024056316549"
"clip_cb3bf542e.wav","7","0.35846296567829766"
"clip_00b443907.wav","1","0.43606127541316714"
"clip_a23b7e257.wav","7","0.41190289094822097"
"clip_8428ff989.wav","0","0.41930434264154454"
"clip_e649a3d81.wav","1","0.38336603934302044"
"clip_a67f68d79.wav","28","0.40013409781519305"
"clip_5dc7cce13.wav","22","0.16301386489991992"
"clip_530f7ad25.wav","21","0.3992459624896954"
"clip_9b9df0607.wav","6","0.36278752374270207"
"clip_5a6449c6e.wav","7","0.466174154991387"
"clip_3062b3d25.wav","2","0.3988148050144098"
"clip_624958435.wav","1","0.3326004401627477"
"clip_3578131c4.wav","20","0.3364139350718606"
"clip_f1623021f.wav","0","0.24963012808425447"
"clip_790ecdffe.wav","21","0.26539919120533845"
"clip_81787e874.wav","1","0.1850694945735848"
"clip_cca8879c8.wav","16","0.48540872295513726"
"clip_67e77b484.wav","26","0.3613378261434174"
"clip_4e05db2a3.wav","28","0.32611682239564993"
"clip_df01f9d60.wav","20","0.2358309227813493"
"clip_1ca19b6e2.wav","7","0.3749336711921179"
"clip_6397fe86e.wav","21","0.4023494674204255"
"clip_01e203b50.wav","29","0.40688244953771074"
"clip_a6577ee30.wav","21","0.3802898056306576"
"clip_cbe2f2bff.wav","6","0.4005958109074294"
"clip_4ab8486f5.wav","6","0.31998083337691596"
"clip_bd5f14ba8.wav","1","0.2770375457651939"
"clip_9a3d9aeb4.wav","7","0.446080865918707"
"clip_e8953f06e.wav","28","0.39863275907082835"
"clip_76a2e6efa.wav","9","0.302764386917938"
"clip_cb2217dfb.wav","17","0.4375339271400809"
"clip_49c0754ab.wav","7","0.26245576894145556"
"clip_1f06b2561.wav","20","0.38990465409889546"
"clip_b3887de00.wav","15","0.36719725761284117"
"clip_3e2ab0208.wav","16","0.28204223974746084"
"clip_3e3dbf16a.wav","16","0.28204223974746084"
"clip_3e5bc62c8.wav","6","0.424576638925145"
"clip_405d9a203.wav","21","0.3963838877805685"
"clip_9bd791adb.wav","22","0.4887863244870284"
"clip_09c5fd8e0.wav","27","0.25008119375585486"
"clip_bc79714bc.wav","25","0.26619900158254234"
"clip_763b73c0c.wav","21","0.3980440322486407"
"clip_3fc778ea7.wav","20","0.24063282359266464"
"clip_6ef234590.wav","8","0.46341175991028655"
"clip_e7de1b4d2.wav","5","0.49953839546993034"
"clip_f3977620e.wav","22","0.4887073196403035"
"clip_69ac3fc7f.wav","0","0.46144311580161995"
"clip_a8cc8df7f.wav","22","0.37763852448804014"
"clip_d30d02018.wav","17","0.12339266339554311"
"clip_c2782507a.wav","9","0.4513900272885584"
"clip_53f1d60c8.wav","15","0.49224997798509834"
"clip_dbeb21939.wav","3","0.24645881488609808"
"clip_64cb20d14.wav","9","0.26335775998208505"
"clip_c9f1c456f.wav","10","0.4084581920237259"
"clip_2dfacf830.wav","16","0.2016442703985797"
"clip_8ee31076e.wav","16","0.2016442703985797"
"clip_43375eab8.wav","9","0.4321091779855748"
"clip_489a6ddd6.wav","20","0.31525741671162555"
"clip_0084f4008.wav","27","0.31799988132012635"
"clip_f0e4d85c1.wav","2","0.4146812157552117"
"clip_8f55ddba4.wav","12","0.36060835901574256"
"clip_200bf95d9.wav","20","0.14535777562784796"
"clip_4498e999c.wav","12","0.2600545180702994"
"clip_10d36649b.wav","30","0.3534550325228323"
"clip_bebc1c99d.wav","20","0.499813828805714"
"clip_03108dde0.wav","30","0.48380942240470776"
"clip_93e4d842b.wav","1","0.4719879602430672"
"clip_3e1701e45.wav","14","0.33865829074324816"
"clip_9368854a1.wav","17","0.314289675298842"
"clip_6431394b8.wav","24","0.28914772946820516"
"clip_30097cbfd.wav","7","0.3035255186386269"
"clip_5de594f2b.wav","5","0.4149316243626215"
"clip_dde969c2d.wav","22","0.2563644963975979"
"clip_c5aebe74a.wav","25","0.2677380605546456"
"clip_83318e9e7.wav","20","0.296055910711552"
"clip_2c54a68eb.wav","17","0.41342227081130584"
"clip_d9d77863a.wav","20","0.21248342239418017"
"clip_99fdb6eaf.wav","22","0.25191055804606627"
"clip_3f3c273ef.wav","16","0.2575985162906252"
"clip_f804e5265.wav","16","0.4478657498913174"
"clip_b50a8cb43.wav","10","0.4834475921260705"
"clip_87d88c767.wav","7","0.38727257014365823"
"clip_8bfdbb0b8.wav","1","0.2775162995644101"
"clip_a81aa2ce2.wav","22","0.4042832996484861"
"clip_65dcb965f.wav","14","0.3056448889337586"
"clip_3b7d11c79.wav","16","0.43752558192228996"
"clip_be3129812.wav","24","0.46556326042455587"
"clip_8f8984560.wav","9","0.3716288711152336"
"clip_f40188e8f.wav","18","0.331803182303783"
"clip_f733703a5.wav","5","0.45832089345855215"
"clip_c736270f5.wav","15","0.44606820997626406"
"clip_8807ae867.wav","7","0.3259413049300654"
"clip_74dd515bc.wav","20","0.36995362720844593"
"clip_1a14fd53e.wav","22","0.4957533046962272"
"clip_a04da6aba.wav","1","0.3591952008853926"
"clip_fd473f4eb.wav","1","0.32061076368011426"
"clip_7ccd20832.wav","20","0.4066782012649826"
"clip_393a9fef6.wav","29","0.4653256723572854"
"clip_5b6c0b2b5.wav","20","0.34069823110014236"
"clip_66bb82d8a.wav","27","0.4983963502847279"
"clip_4bf805cdb.wav","12","0.3822893809290709"
"clip_2fea2f024.wav","16","0.2067105928911245"
"clip_80df6ac0c.wav","16","0.2067105928911245"
"clip_c737906e9.wav","25","0.2516575916415945"
"clip_db078523f.wav","30","0.4561430439272314"
"clip_d642ad38b.wav","9","0.3708521021156774"
"clip_e15220885.wav","16","0.2008513338647921"
"clip_2f482db2f.wav","14","0.2661028033184865"
"clip_140e46f37.wav","7","0.26725368207671296"
"clip_69a39c6d7.wav","24","0.2744090494615861"
"clip_6dd2e8905.wav","1","0.37776639731017075"
"clip_e2310d821.wav","22","0.23807524383345954"
"clip_26b8d86c0.wav","25","0.3699255794575429"
"clip_fc555e2f3.wav","2","0.41853827381612924"
"clip_b453824d9.wav","26","0.4396889656168188"
"clip_0e98ffb5d.wav","1","0.3418784943255656"
"clip_586c705ac.wav","19","0.4081248851984297"
"clip_1d8f8dc28.wav","16","0.2668996433548535"
"clip_0de3b0c8d.wav","29","0.24252440903346828"
"clip_f586fea92.wav","22","0.42016857250351847"
"clip_f41277ed7.wav","14","0.4285741675001358"
"clip_e9feb15d7.wav","22","0.43990245134529365"
"clip_c1af385a9.wav","20","0.3903985870204165"
"clip_b6996d82e.wav","3","0.4086861342131569"
"clip_6e038a114.wav","16","0.4273446649608425"
"clip_506dd2e98.wav","16","0.3232808473452214"
"clip_fc8b13144.wav","16","0.3232808473452214"
"clip_d5aeae782.wav","16","0.232369910770173"
"clip_b46dc36b6.wav","16","0.4779934612329675"
"clip_181e81a5f.wav","5","0.35462917754601303"
"clip_13ab759cd.wav","30","0.3193595263648424"
"clip_19d25c539.wav","19","0.31936295273922527"
"clip_ea12c2a80.wav","17","0.3422510356797648"
"clip_b9ff2abcf.wav","20","0.3698425070890883"
"clip_d8d44bd95.wav","25","0.3244812966643874"
"clip_fb1256998.wav","1","0.24329211429191694"
"clip_6f1bc4d7a.wav","15","0.4824582670509303"
"clip_a299d6aeb.wav","0","0.23933578100679098"
"clip_3c11f2a8f.wav","1","0.2417006288724111"
"clip_477d1b589.wav","20","0.3524512849546901"
"clip_035ba2fdd.wav","4","0.22990360706497098"
"clip_3ddea7b16.wav","20","0.43147769765522187"
"clip_a604cc27b.wav","4","0.49589492468499313"
"clip_b2d3b2c3d.wav","11","0.4558432018109808"
"clip_10c485649.wav","15","0.4119563180971702"
"clip_172779fd7.wav","22","0.4036870939575453"
"clip_a1bf61c9d.wav","20","0.38891588048628595"
"clip_db3f37c3c.wav","16","0.45581777105207605"
"clip_010b528d1.wav","21","0.2394709992971659"
"clip_7c6fd4a08.wav","25","0.34676307871513395"
"clip_dba2639a9.wav","0","0.49854918517086777"
"clip_360a81a5f.wav","6","0.21819470395013194"
"clip_72e1a0ef9.wav","1","0.426450728541244"
"clip_a25943a17.wav","9","0.22946043079484515"
"clip_70b36da9c.wav","30","0.4957235199977709"
"clip_90b4ed3ce.wav","9","0.22946043079484515"
"clip_30c1e2c1a.wav","1","0.3837850702519132"
"clip_3a1d49cbd.wav","16","0.26883671667187914"
"clip_2bc2ad7da.wav","16","0.26883671667187914"
"clip_963862947.wav","7","0.26783957542230963"
"clip_b79e37d44.wav","7","0.49770003591919093"
"clip_e05d042a7.wav","12","0.47814984338865335"
"clip_32383fcad.wav","11","0.4625785617132368"
"clip_8ad65db3c.wav","14","0.4329874118985888"
"clip_ba97f05d8.wav","6","0.422439667561656"
"clip_347f871cd.wav","20","0.46406806896004055"
"clip_03f4a216f.wav","20","0.39387800172585524"
"clip_28c9aec0f.wav","21","0.2891718588417307"
"clip_c417936a0.wav","22","0.46227735485332316"
"clip_791c2bc54.wav","22","0.3123770221346852"
"clip_5dfd53a52.wav","20","0.34749941674714707"
"clip_47ad9c992.wav","7","0.38658640605582295"
"clip_12d789d1d.wav","17","0.36118520120428366"
"clip_ce0412ed4.wav","16","0.49231840451856795"
"clip_9336f1082.wav","7","0.4774094185220549"
"clip_7867887ae.wav","2","0.3927755669358484"
"clip_f57ebd845.wav","7","0.44106901262723397"
"clip_710b3084b.wav","10","0.38760363295442773"
"clip_e49b3d319.wav","20","0.413863990678665"
"clip_b5499d16b.wav","16","0.3201329905573308"
"clip_a47643b1c.wav","25","0.49274631527720025"
"clip_553d539df.wav","16","0.3201329905573308"
"clip_0cab4de83.wav","0","0.3357531951290289"
"clip_aa405afe9.wav","12","0.4383809591318711"
"clip_913c38094.wav","22","0.4718123325060248"
"clip_d7760db0c.wav","20","0.22130920303183493"
"clip_a63b8bda4.wav","8","0.4447980643904926"
"clip_0857aea25.wav","22","0.3020863228467783"
"clip_ae303c736.wav","22","0.42810990865898235"
"clip_a3176a688.wav","1","0.440976797783852"
"clip_4b1eddf1c.wav","1","0.42420590530113084"
"clip_a48a1f128.wav","0","0.37318586987741925"
"clip_3006e0d93.wav","19","0.4842551059966151"
"clip_1ff974ed6.wav","20","0.22060476332588008"
"clip_3d0542017.wav","29","0.4623029255588563"
"clip_21d383837.wav","20","0.46477350763910624"
"clip_419790f80.wav","9","0.4355713553428498"
"clip_1783ef78d.wav","22","0.48440914801454676"
"clip_ee44d63b8.wav","0","0.4136136347019481"
"clip_128cd88df.wav","18","0.4422593337846823"
"clip_62013bea2.wav","1","0.35084291650548066"
"clip_36f91b6b6.wav","18","0.4211644985848974"
"clip_4bf3459bd.wav","1","0.4350910104489094"
"clip_67941a682.wav","14","0.3747626155571499"
"clip_3bd5976e8.wav","16","0.4223490315674244"
"clip_890d124af.wav","22","0.35227805575250654"
"clip_30f05c4b7.wav","0","0.45913109731846374"
"clip_2fade9dfc.wav","1","0.467833377308718"
"clip_4f139e37f.wav","3","0.20338976796803188"
"clip_9f8c86885.wav","27","0.23104523312769473"
"clip_ec0f6e3e9.wav","9","0.21969211236996444"
"clip_57a7cd22b.wav","9","0.21969211236996444"
"clip_09608728a.wav","12","0.34837832547173786"
"clip_631e4b302.wav","6","0.3974513421181904"
"clip_e85a228ac.wav","9","0.48346511240250645"
"clip_0460eae5d.wav","9","0.31839042727213085"
"clip_e10c0fa08.wav","22","0.4434660834062522"
"clip_9dfc00fdd.wav","22","0.4434660834062522"
"clip_1a2a17356.wav","22","0.4434660834062522"
"clip_d5440ebc4.wav","16","0.4320245014954754"
"clip_8149d29ff.wav","16","0.4320245014954754"
"clip_e658b858a.wav","16","0.4320245014954754"
"clip_487d27115.wav","25","0.44157701282707207"
"clip_588452d01.wav","15","0.3059505186324048"
"clip_4203e0c42.wav","24","0.22368346978158143"
"clip_e72dcb3e0.wav","20","0.32379828789244625"
"clip_b83302625.wav","27","0.3241250066166346"
"clip_33d44eff4.wav","19","0.41361087354226217"
"clip_fe55bf93b.wav","5","0.3527234821753212"
"clip_1200f6e12.wav","22","0.33009427621304"
"clip_a922b63d1.wav","22","0.33009427621304"
"clip_459bed6bc.wav","15","0.20440377983772426"
"clip_f42e4032e.wav","17","0.15538119399614012"
"clip_6a4396a8b.wav","30","0.4493318780184202"
"clip_aea0ed8c3.wav","1","0.36094812312127617"
"clip_049a54496.wav","20","0.3672236100995811"
"clip_45396a586.wav","27","0.47337581225553166"
"clip_cb787f2c3.wav","26","0.4561937256296278"
"clip_1d0f07588.wav","24","0.29650262839002317"
"clip_4cea50643.wav","7","0.49799725161146385"
"clip_0704bc2ed.wav","6","0.3253219976744469"
"clip_b17fd54fc.wav","1","0.2634466847580034"
"clip_313a30827.wav","2","0.3068701205993026"
"clip_1fb735b8c.wav","7","0.27141086633753325"
"clip_1714fd7ad.wav","22","0.47057926924714033"
"clip_0469e32f0.wav","5","0.492632607878621"
"clip_bd6ee533a.wav","7","0.4866094044882129"
"clip_c77256c7e.wav","16","0.4829084626462906"
"clip_4745b60e9.wav","6","0.396906278890902"
"clip_a9710e2e2.wav","15","0.2879277604944287"
"clip_5666d3750.wav","7","0.47940445837462287"
"clip_40e5fbf95.wav","1","0.4216098666857153"
"clip_d59a9937c.wav","1","0.24417644317813725"
"clip_755533b5c.wav","22","0.3256059238173408"
"clip_5ab568b41.wav","9","0.4170278312473662"
"clip_d29152ed1.wav","22","0.2970488003156937"
"clip_c57886027.wav","1","0.4588303849639137"
"clip_3194e82cf.wav","1","0.4455539807167376"
"clip_4a54f2c6a.wav","15","0.38454262577418025"
"clip_7f20a253e.wav","21","0.35113546996572365"
"clip_6a6001cf7.wav","16","0.3211361806538092"
"clip_ea684334e.wav","16","0.3211361806538092"
"clip_5c422b310.wav","16","0.262290687219658"
"clip_6a3e96bb1.wav","16","0.473796747298575"
"clip_2a550d7a4.wav","29","0.38149906132983363"
"clip_570574288.wav","20","0.33150681779194396"
"clip_caf1a3ffc.wav","7","0.36039073415492323"
"clip_b83966722.wav","16","0.4119661400182574"
"clip_ed38fbe89.wav","1","0.30231097402667195"
"clip_72f8dac37.wav","21","0.2337264780577153"
"clip_2339a8af0.wav","3","0.38943845717255265"
"clip_971d66d1e.wav","2","0.292220802299363"
"clip_35241fcf3.wav","9","0.2171589217003836"
"clip_75576358d.wav","12","0.24531459452390889"
"clip_020b08f01.wav","2","0.49611393603708015"
"clip_2da85342c.wav","2","0.43886828444908393"
"clip_7ae6b1659.wav","5","0.44816568716115623"
"erase.wav","30","0.29370863629354393"
"clip_a05e9e38b.wav","3","0.27353761164464685"
"clip_00293950f.wav","20","0.28792522055451275"
"clip_6d6ff1000.wav","11","0.47556994495390986"
"clip_83fe4d14f.wav","1","0.24576975701807918"
"clip_44da3d274.wav","22","0.2380823391343565"
"clip_8dc2b75e6.wav","20","0.4467161446749472"
"clip_faa2f39b0.wav","6","0.19083891596406494"
"clip_447703205.wav","6","0.19083891596406494"
"clip_7f77fd2e3.wav","10","0.4755953438072872"
"clip_fec8ebfb0.wav","20","0.39921731203356153"
"clip_900efab59.wav","17","0.20523755422309256"
"clip_7f2cabb63.wav","6","0.1712929589390868"
"clip_fcb25ea20.wav","1","0.18048533500174685"
"clip_0140513f2.wav","16","0.22536808612903475"
"clip_76ca0cde7.wav","16","0.22536808612903475"
"clip_7e0c5a341.wav","4","0.2986735631080132"
"clip_2972973c4.wav","20","0.38827790155330255"
"clip_9033b2697.wav","10","0.29314665900885417"
"clip_ba4cf52ca.wav","25","0.22536878464532256"
"clip_134243c67.wav","9","0.2162142299352287"
